,State,Organization Name,Capacity (kW),Prime Mover,Fuel Class - Primary Fuel,FIPS County,NAICS_2012
0,2,Golden Valley Electric Association,50000,Boiler/Steam Turbine,COAL - Coal,2068.0,339999
1,2,Unisea,17500,Reciprocating Engine,OIL - Distillate Fuel Oil,2016.0,311710
2,2,Arctic Slope Regional Corp. / Petro Star Inc. / Copper Valley Electric,5200,Combustion Turbine,OIL - Oil,2261.0,32411
3,2,Alaska Village Electric Cooperative,705,Reciprocating Engine,OIL - Oil,2282.0,311710
4,2,Westward Seafoods Inc.,6600,Reciprocating Engine,OIL - Distillate Fuel Oil,2016.0,311710
5,2,Alyeska Seafoods Inc.,5900,Reciprocating Engine,OIL - Distillate Fuel Oil,2016.0,311710
6,2,Andeavor,18400,Combustion Turbine,NG - Natural Gas,2180.0,32411
7,2,"Agrium, Inc.",12500,Combustion Turbine,NG - Natural Gas,2122.0,32512
8,1,Georgia-Pacific,101400,Boiler/Steam Turbine,WASTE - Black Liquor,1053.0,32213
9,1,Industrial Facility,750,Backpressure Steam Turbine,WASTE - Waste,1103.0,335991
10,1,Westervelt Renewable Energy,10000,Boiler/Steam Turbine,BIOMASS - Biomass,1065.0,322121
11,1,Westervelt Renewable Energy,8200,Boiler/Steam Turbine,WOOD - Wood Waste,1065.0,321113
12,1,Resolute Forest Products,30300,Boiler/Steam Turbine,WASTE - Black Liquor,1121.0,322299
13,1,WestRock,29700,Boiler/Steam Turbine,BIOMASS - Biomass,1091.0,32213
14,1,Calpine - Morgan Energy Center,809000,Combined Cycle,NG - Natural Gas,1103.0,32411
15,1,Capital Power - Decatur Energy Center,805000,Combined Cycle,NG - Natural Gas,1103.0,325220
16,1,WestRock,31500,Boiler/Steam Turbine,WASTE - Black Liquor,1091.0,32211
17,1,LS Power,245000,Combined Cycle,NG - Natural Gas,1097.0,322121
18,1,Alabama Power Co.,273870,Combined Cycle,NG - Natural Gas,1097.0,325998
19,1,Alabama Power Co.,97000,Boiler/Steam Turbine,NG - Natural Gas,1085.0,325211
20,1,American Midstream,40000,Combustion Turbine,NG - Natural Gas,1097.0,32411
21,1,WestRock,112500,Boiler/Steam Turbine,WOOD - Wood Waste,1113.0,322121
22,1,Alabama Byproducts Company (ABC),3800,Boiler/Steam Turbine,WASTE - Waste Gas,1073.0,324199
23,1,General Electric,760,Backpressure Steam Turbine,WASTE - Steam,1085.0,325
24,1,Scotch Lumber Company,2500,Boiler/Steam Turbine,WOOD - Wood,1025.0,321113
25,1,International Paper Company,80000,Combined Cycle,NG - Natural Gas,1047.0,322121
26,1,Naheola Cogeneration LP / Georgia Pacific,78300,Boiler/Steam Turbine,WASTE - Black Liquor,1023.0,322121
27,1,Georgia Pacific,69000,Boiler/Steam Turbine,WASTE - Black Liquor,1099.0,322121
28,1,Mobile Energy Services,43600,Boiler/Steam Turbine,NG - Natural Gas,1097.0,322121
29,1,International Paper Company,72900,Boiler/Steam Turbine,WOOD - Wood Waste,1111.0,322121
30,1,International Paper Company,85500,Boiler/Steam Turbine,WASTE - Black Liquor,1001.0,322121
31,1,Georgia-Pacific,48000,Boiler/Steam Turbine,WASTE - Black Liquor,1099.0,322121
32,1,Seminole Coal Resources,25000,Boiler/Steam Turbine,NG - Natural Gas,1073.0,325180
33,1,Alabama Power Co / Goodyear Tire & Rubber Co,130000,Boiler/Steam Turbine,COAL - Coal,1055.0,325212
34,1,M.C. Dixon Lumber Company Inc.,1960,Boiler/Steam Turbine,WOOD - Wood Waste,1005.0,321113
35,5,Calpine / Evergreen Packaging,216000,Combined Cycle,NG - Natural Gas,5069.0,322121
36,5,Quincy Soybean / Archer Daniels Midland Company,5200,Combustion Turbine,NG - Natural Gas,5107.0,311224
37,5,Caddo River Forest Products,9500,Boiler/Steam Turbine,WOOD - Wood Waste,5109.0,321113
38,5,Riceland Foods Inc.,18000,Boiler/Steam Turbine,NG - Natural Gas,5001.0,311224
39,5,West Fraser,7500,Boiler/Steam Turbine,WOOD - Wood,5053.0,321113
40,5,Domtar Corporation,156500,Boiler/Steam Turbine,WASTE - Black Liquor,5081.0,322121
41,5,Potlatch Corporation,15000,Boiler/Steam Turbine,WOOD - Wood Waste,5011.0,321113
42,5,Georgia-Pacific Corporation / Koch Industries,92000,Boiler/Steam Turbine,WASTE - Black Liquor,5003.0,32211
43,5,Clearwater Paper Corporation,20000,Boiler/Steam Turbine,WASTE - Black Liquor,5041.0,322121
44,5,Evergreen Packaging,85000,Boiler/Steam Turbine,WASTE - Black Liquor,5069.0,322299
45,4,Yuma Cogeneration Associates,56500,Combined Cycle,NG - Natural Gas,4027.0,313110
46,6,Sierra Nevada Brewing Co.,2000,Fuel Cell,NG - Natural Gas,6007.0,31212
47,6,Bear Republic Brewing Company / Cambrian Innovation,95,Microturbine,BIOMASS - Digester Gas,6097.0,31212
48,6,Golden Road Brewing,200,Microturbine,NG - Natural Gas,6037.0,31212
49,6,Cakebread Cellars,130,Microturbine,NG - Natural Gas,6055.0,31213
50,6,Brewery,95,Microturbine,NG - Natural Gas,6097.0,31212
51,6,Vegetable Processing Plant,633,Reciprocating Engine,NG - Natural Gas,6083.0,311999
52,6,Techni-Cast Corp.,2487,Reciprocating Engine,NG - Natural Gas,6037.0,331314
53,6,Sierra Pacific Industries Inc.,30200,Boiler/Steam Turbine,WOOD - Wood Waste,6089.0,321113
54,6,Capstone Turbine Corporation Breitburn,850,Microturbine,NG - Natural Gas,6037.0,339999
55,6,Twisted Manzanita Brewery,30,Reciprocating Engine,NG - Natural Gas,6073.0,31212
56,6,Pharmaceutical Manufacturer,2000,Microturbine,NG - Natural Gas,6067.0,325412
57,6,CP-Kelco / Monsanto Life Sicences,26950,Combustion Turbine,NG - Natural Gas,6073.0,325180
58,6,Southland Energy Great Western Malting Company,750,Reciprocating Engine,NG - Natural Gas,6001.0,311213
59,6,Chevron USA. Inc.,171600,Combined Cycle,NG - Natural Gas,6037.0,32411
60,6,Elk Grove Milling,1000,Reciprocating Engine,NG - Natural Gas,6067.0,311119
61,6,Frito Lay Inc. / International Power,2000,Combustion Turbine,NG - Natural Gas,6029.0,311919
62,6,Misc. Manufacturing,330,Microturbine,NG - Natural Gas,6059.0,339999
63,6,Shoreline Landfill and Mountainview,3040,Reciprocating Engine,BIOMASS - Biomass,6085.0,325
64,6,Capstone California Oils,600,Microturbine,NG - Natural Gas,6013.0,311
65,6,PackageOne,70,Microturbine,BIOMASS - Biomass,6067.0,339999
66,6,Bonneville Pacific Corporation,3800,Reciprocating Engine,NG - Natural Gas,6073.0,335
67,6,Dynamis Inc. / Algonquin Power Sanger,54500,Combined Cycle,NG - Natural Gas,6019.0,311119
68,6,Cogenra Solar,241,Other,OTR - Other,6097.0,31213
69,6,Roche Pharmaceuticals,400,Fuel Cell,NG - Natural Gas,6081.0,325412
70,6,Roseburg Forest Products,10000,Boiler/Steam Turbine,BIOMASS - Biomass,6093.0,321113
71,6,Cogenra Solar Cogeneration System (may not meet FERC CHP definition),272,Other,OTR - Other,6097.0,31213
72,6,Woodbridge Winery,170,Reciprocating Engine,BIOMASS - Biomass,6077.0,31213
73,6,Nestle Purina,999,Reciprocating Engine,NG - Natural Gas,6029.0,31111
74,6,Staples Distribution,300,Fuel Cell,NG - Natural Gas,6037.0,339999
75,6,Food Processing Facility,660,Reciprocating Engine,NG - Natural Gas,6059.0,312
76,6,Nong Shim Foods Inc.,1600,Reciprocating Engine,NG - Natural Gas,6071.0,311824
77,6,Food Processing,60,Microturbine,NG - Natural Gas,6037.0,311
78,6,Food Processing,170,Reciprocating Engine,NG - Natural Gas,6037.0,311
79,6,Food Processor,180,Microturbine,NG - Natural Gas,6037.0,311
80,6,Del Monte Foods,715,Backpressure Steam Turbine,WASTE - Steam,6099.0,31142
81,6,FDS Manufacturing,390,Microturbine,NG - Natural Gas,6037.0,339999
82,6,Heinz Frozen Food,1000,Reciprocating Engine,NG - Natural Gas,6073.0,311
83,6,Electronics Manufacturer,80,Microturbine,NG - Natural Gas,6085.0,335
84,6,The J.M. Smucker Company,190,Microturbine,NG - Natural Gas,6007.0,311411
85,6,AE Biofuels,4055,Backpressure Steam Turbine,WASTE - Waste Heat,6099.0,325193
86,6,West Newport Oil Company,70,Microturbine,NG - Natural Gas,6059.0,32411
87,6,Southern California Gas Company,1000,Reciprocating Engine,NG - Natural Gas,6037.0,335
88,6,TST Inc.,620,Fuel Cell,NG - Natural Gas,6071.0,331314
89,6,Industrial Facility,180,Microturbine,NG - Natural Gas,6037.0,325
90,6,Manufacturing Facility,70,Reciprocating Engine,NG - Natural Gas,6073.0,331314
91,6,Entrev Leasing,120,Microturbine,NG - Natural Gas,6059.0,331
92,6,O'Brien California Cogen Ltd.,4500,Combustion Turbine,NG - Natural Gas,6037.0,311511
93,6,Sierra Pine,4500,Combustion Turbine,NG - Natural Gas,6005.0,32213
94,6,Qycell Corporation,270,Reciprocating Engine,NG - Natural Gas,6037.0,339999
95,6,Sierra Pacific Industries Inc.,17000,Boiler/Steam Turbine,WOOD - Wood Waste,6061.0,321113
96,6,Manufacturer - Long Beach,30,Microturbine,NG - Natural Gas,6037.0,339999
97,6,Star Milling Company / Cogentech,600,Reciprocating Engine,NG - Natural Gas,6065.0,311119
98,6,Roche Molecular Systems,385,Reciprocating Engine,NG - Natural Gas,6001.0,325
99,6,Northern Power Systems,1000,Reciprocating Engine,NG - Natural Gas,6055.0,312111
100,6,Cytec Engineered Materials,500,Other,NG - Natural Gas,6059.0,325520
101,6,Nestle Waters North America,4000,Reciprocating Engine,NG - Natural Gas,6065.0,312112
102,6,Langers Juice / Cogentech,900,Reciprocating Engine,NG - Natural Gas,6037.0,312111
103,6,City of Nashua,240,Microturbine,NG - Natural Gas,6037.0,332813
104,6,Medsep Corp,1000,Reciprocating Engine,NG - Natural Gas,6037.0,331314
105,6,Wilden Pump,1750,Reciprocating Engine,NG - Natural Gas,6071.0,339999
106,6,Pharmaceutical Manufacturer,120,Microturbine,NG - Natural Gas,6059.0,325412
107,6,Ready Pac Produce,3200,Boiler/Steam Turbine,OTR - Other,6037.0,311421
108,6,Encorp Inc,1350,Reciprocating Engine,NG - Natural Gas,6077.0,311
109,6,DTE Energy Technologies,1250,Reciprocating Engine,NG - Natural Gas,6037.0,325211
110,6,Western Milling,1250,Reciprocating Engine,NG - Natural Gas,6029.0,311221
111,6,Manufacturer - Pasadena,120,Microturbine,NG - Natural Gas,6037.0,339999
112,6,Ghirardelli Chocolates,1320,Reciprocating Engine,NG - Natural Gas,6075.0,31133
113,6,San Luis Obispo Oil Field / Plains Exploration & Production,1400,Combustion Turbine,WASTE - Waste Gas,6079.0,32411
114,6,Kern Oil and Refining,5000,Combustion Turbine,NG - Natural Gas,6029.0,32411
115,6,Valero Energy Corp.,51000,Combustion Turbine,WASTE - Waste Gas,6095.0,32411
116,6,Kimberly Clark,13400,Combustion Turbine,NG - Natural Gas,6059.0,322121
117,6,Miller Brewing Company,12500,Combustion Turbine,NG - Natural Gas,6037.0,31212
118,6,Pacific Clay Products Inc.,1000,Reciprocating Engine,NG - Natural Gas,6065.0,327331
119,6,Mission Plastics,1000,Reciprocating Engine,NG - Natural Gas,6037.0,325211
120,6,Alon Israel Oil Company / Paramount Petroleum Corp.,7500,Combustion Turbine,NG - Natural Gas,6037.0,32411
121,6,Aquamar,390,Reciprocating Engine,NG - Natural Gas,6071.0,311710
122,6,BD Biosciences,300,Reciprocating Engine,NG - Natural Gas,6073.0,325412
123,6,Calpine - Los Medanos Energy Center LLC,598000,Combined Cycle,NG - Natural Gas,6013.0,331110
124,6,Coast Intelligen Inc.,300,Reciprocating Engine,NG - Natural Gas,6037.0,313
125,6,Sierra Pacific Industries Inc.,27500,Boiler/Steam Turbine,WOOD - Wood Waste,6063.0,321113
126,6,Organic Milling Co./Coast Intelligen,300,Reciprocating Engine,NG - Natural Gas,6037.0,311211
127,6,Morning Star Company,2900,Backpressure Steam Turbine,WASTE - Steam,6011.0,311423
128,6,Siemens Power Corporation,149400,Combined Cycle,NG - Natural Gas,6067.0,311
129,6,Air Products & Chemicals Inc.,31900,Boiler/Steam Turbine,WASTE - Waste,6037.0,325120
130,6,International Power Technology,1350,Reciprocating Engine,NG - Natural Gas,6005.0,327331
131,6,McGraw Inc.,6100,Combustion Turbine,NG - Natural Gas,6059.0,325412
132,6,Cotija Cheese,120,Reciprocating Engine,OTR - Other,6037.0,311514
133,6,Royal Dutch / Shell,100000,Combined Cycle,NG - Natural Gas,6013.0,32411
134,6,Quaker City Plating & Silver Smith Inc,30,Reciprocating Engine,NG - Natural Gas,6037.0,332813
135,6,Collins Pine Company,12000,Boiler/Steam Turbine,WOOD - Wood Waste,6063.0,321113
136,6,Train Johnson Power Development Inc.,120,Reciprocating Engine,NG - Natural Gas,6059.0,332813
137,6,Train Johnson Power Development Inc.,200,Reciprocating Engine,NG - Natural Gas,6037.0,332813
138,6,Chevron USA. Inc.,99000,Combustion Turbine,NG - Natural Gas,6013.0,32411
139,6,Pacific Energy Corporation,300,Reciprocating Engine,NG - Natural Gas,6059.0,332813
140,6,Metal Surfaces Inc.,350,Reciprocating Engine,NG - Natural Gas,6037.0,332813
141,6,Microgas Corporation,65,Reciprocating Engine,NG - Natural Gas,6037.0,311
142,6,Simplot Cogen,4067,Other Waste Heat to Power*,WASTE - Waste,6077.0,32532
143,6,Train Johnson Power Development Inc.,60,Reciprocating Engine,NG - Natural Gas,6037.0,331
144,6,BP West Product LLC Wilmington Calciner (ARCO) / Atlantic Richfield Company,34000,Boiler/Steam Turbine,WASTE - Petroleum Coke,6037.0,324199
145,6,Train Johnson Power Development Inc.,400,Reciprocating Engine,NG - Natural Gas,6059.0,332813
146,6,KES Kingsburg LP,36000,Combined Cycle,NG - Natural Gas,6019.0,311423
147,6,Vanguard Energy Systems,1050,Reciprocating Engine,NG - Natural Gas,6037.0,31411
148,6,Shell / Texaco Inc. / Equilon / Andeavor,83000,Combined Cycle,WASTE - Waste Gas,6037.0,32411
149,6,JRW Associates Ltd Partnership,9100,Reciprocating Engine,NG - Natural Gas,6047.0,311999
150,6,J.R. Wood Cogeneration,8500,Reciprocating Engine,NG - Natural Gas,6047.0,311411
151,6,Carson Cogeneration/Western Energy Engineering,50400,Combined Cycle,NG - Natural Gas,6037.0,312113
152,6,HF Enterprises,160,Reciprocating Engine,NG - Natural Gas,6001.0,331
153,6,Helm Concentrates Inc.,891,Boiler/Steam Turbine,NG - Natural Gas,6019.0,311421
154,6,Thermal Energy Development LP,23000,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,6077.0,311
155,6,Yuba City Cogeneration Project,49000,Combustion Turbine,NG - Natural Gas,6101.0,311423
156,6,Shell Oil / Equilon,4800,Combustion Turbine,NG - Natural Gas,6029.0,32411
157,6,Big Valley Lumber Company,31500,Boiler/Steam Turbine,WOOD - Wood,6089.0,321113
158,6,"Pacific Clay Products Inc. / Ces Energy, Ltd",550,Reciprocating Engine,NG - Natural Gas,6065.0,327331
159,6,Omni Metal Finishing,60,Reciprocating Engine,NG - Natural Gas,6059.0,331511
160,6,The Pictsweet Co.,9000,Combustion Turbine,NG - Natural Gas,6083.0,311411
161,6,ExxonMobil Corp,41800,Combined Cycle,NG - Natural Gas,6037.0,32411
162,6,Greenleaf Unit One Associates LP,50000,Combined Cycle,NG - Natural Gas,6101.0,321113
163,6,Greenleaf Unit Two Associates LP,49500,Combustion Turbine,NG - Natural Gas,6101.0,311423
164,6,BP Amoco / Watson Cogen Co. / Mission Energy,405000,Combined Cycle,NG - Natural Gas,6037.0,32411
165,6,Onsite Energy Inc.,230,Reciprocating Engine,NG - Natural Gas,6037.0,311812
166,6,Sterling Energy Systems Inc.,744,Reciprocating Engine,NG - Natural Gas,6037.0,311513
167,6,Ridgewood Power Management Corporation,100,Reciprocating Engine,NG - Natural Gas,6037.0,332813
168,6,Calpine - Gilroy Energy Company,135000,Combined Cycle,NG - Natural Gas,6085.0,311423
169,6,Sterling Energy Systems Inc.,1075,Reciprocating Engine,NG - Natural Gas,6069.0,333
170,6,American Tool and Engineering Corporation,650,Reciprocating Engine,NG - Natural Gas,6037.0,332216
171,6,Thompson Plating,52,Reciprocating Engine,NG - Natural Gas,6037.0,332813
172,6,Simpson Paper Company / Ripon Cogeneration Incorporated,49500,Combustion Turbine,NG - Natural Gas,6077.0,322121
173,6,Corona Cogen,47000,Combustion Turbine,NG - Natural Gas,6019.0,311513
174,6,Train Johnson Power Development Inc.,100,Reciprocating Engine,NG - Natural Gas,6037.0,332813
175,6,Train Johnson Power Development Inc.,60,Reciprocating Engine,NG - Natural Gas,6037.0,332813
176,6,Eel River Power,28000,Boiler/Steam Turbine,WOOD - Wood Waste,6023.0,321113
177,6,GWF Power Systems Company Inc,49300,Combustion Turbine,WASTE - Waste Heat,6037.0,339999
178,6,ConocoPhillips,48000,Combustion Turbine,WASTE - Waste Gas,6037.0,32411
179,6,Praxair Linde,28000,Combined Cycle,NG - Natural Gas,6037.0,32512
180,6,Sobel N.V.,180,Reciprocating Engine,NG - Natural Gas,6037.0,311999
181,6,Andeavor (Foster Wheeler Martinez / Phillips 66),103500,Combined Cycle,WASTE - Waste Gas,6013.0,32411
182,6,Transamerican Plastics Corporation,342,Reciprocating Engine,NG - Natural Gas,6037.0,325211
183,6,ConocoPhillips,51000,Combustion Turbine,WASTE - Waste Gas,6013.0,32411
184,6,Phillips 66,49850,Boiler/Steam Turbine,WASTE - Petroleum Coke,6013.0,325180
185,6,American Tool & Engineering Corporation,230,Reciprocating Engine,NG - Natural Gas,6073.0,339999
186,6,Lajet Energy Company,1900,Reciprocating Engine,OIL - Oil,6073.0,325998
187,6,Quaker City Plating & Silver Smith Inc,100,Reciprocating Engine,NG - Natural Gas,6037.0,332813
188,6,Sierra Pacific Industries Inc.,20000,Boiler/Steam Turbine,WOOD - Wood Waste,6089.0,321113
189,6,O'Brien Energy Systems Inc.,3200,Reciprocating Engine,NG - Natural Gas,6065.0,339999
190,6,Ripon Cogeneration,36000,Combustion Turbine,NG - Natural Gas,6037.0,322121
191,6,Land O'Lakes Inc.,1500,Reciprocating Engine,NG - Natural Gas,6107.0,311512
192,6,Auberry Energy Inc. /Yanke,7500,Boiler/Steam Turbine,WOOD - Wood,6019.0,321113
193,6,Tricor Refining LLC,40000,Combustion Turbine,NG - Natural Gas,6029.0,32411
194,6,Koch California Ltd,295,Reciprocating Engine,NG - Natural Gas,6079.0,339999
195,6,New-Indy Containerboard (Kraft and Schwarz Partners),36000,Combustion Turbine,NG - Natural Gas,6037.0,32213
196,6,General Dynamics,2400,Combustion Turbine,NG - Natural Gas,6073.0,336611
197,6,Grass Valley Group,900,Reciprocating Engine,OIL - Oil,6057.0,335228
198,6,Sierra Pacific Industries Inc.,7500,Boiler/Steam Turbine,WOOD - Wood Waste,6109.0,321113
199,6,Solvay / Eco-Services Operations LLC,4000,Backpressure Steam Turbine,WASTE - Waste Heat,6013.0,325412
200,6,Rhodia Inc. / Rhone Poulenc Chemical Company,5000,Boiler/Steam Turbine,NG - Natural Gas,6037.0,325180
201,6,Satellite Center,9600,Combustion Turbine,NG - Natural Gas,6085.0,339999
202,6,Spreckels Sugar Company,8900,Boiler/Steam Turbine,NG - Natural Gas,6025.0,311313
203,8,Leprino Foods,480,Reciprocating Engine,BIOMASS - Digester Gas,8123.0,311513
204,8,Williams Companies / Harvest Midstream,6200,Boiler/Steam Turbine,WASTE - Waste Heat,8067.0,32411
205,8,Yuma Ethanol,2000,Backpressure Steam Turbine,WASTE - Waste Heat,8125.0,325193
206,8,Sterling Ethanol LLC,1000,Backpressure Steam Turbine,WASTE - Waste Heat,8075.0,325193
207,8,New Belgium Brewing Company,760,Reciprocating Engine,BIOMASS - Digester Gas,8069.0,31212
208,8,National Energy Systems Inc.,9600,Combustion Turbine,NG - Natural Gas,8037.0,32742
209,8,Suez Energy North America - Colorado Golden Energy Corporation,20000,Boiler/Steam Turbine,NG - Natural Gas,8059.0,31212
210,8,Western Sugar,3000,Boiler/Steam Turbine,COAL - Coal,8087.0,311314
211,9,Pfizer / FuelCell Energy,5600,Fuel Cell,NG - Natural Gas,9011.0,325412
212,9,Pepperidge Farm,2900,Fuel Cell,NG - Natural Gas,9003.0,311812
213,9,Carla's Pasta,300,Fuel Cell,NG - Natural Gas,9011.0,311824
214,9,Algonquin Power Cogen Plant Reconfiguration Hamilton Sundstrand Windsor Locks Facility,71000,Combined Cycle,NG - Natural Gas,9003.0,322121
215,9,Coca-Cola Bottling Company,800,Fuel Cell,NG - Natural Gas,9003.0,312111
216,9,Sikorsky Aircraft,10700,Combustion Turbine,NG - Natural Gas,9001.0,336411
217,9,ASML,2055,Reciprocating Engine,NG - Natural Gas,9001.0,339999
218,9,Dunn Paper Inc.,2920,Combustion Turbine,NG - Natural Gas,9003.0,339999
219,9,Pfizer Inc.,40000,Boiler/Steam Turbine,NG - Natural Gas,9011.0,325411
220,9,Frito Lay,4500,Combustion Turbine,NG - Natural Gas,9015.0,311919
221,9,Honest Buildings / Medtronic,2000,Reciprocating Engine,NG - Natural Gas,9009.0,339113
222,9,Flanagan Industries,831,Combustion Turbine,NG - Natural Gas,9003.0,335
223,9,Rand Whitney,14250,Combustion Turbine,NG - Natural Gas,9011.0,32213
224,9,Honest Buildings / Medtronic,3000,Reciprocating Engine,NG - Natural Gas,9009.0,339119
225,9,Kimberly Clark,35168,Combustion Turbine,NG - Natural Gas,9005.0,322121
226,9,Kohler Mix Specialties,848,Reciprocating Engine,NG - Natural Gas,9003.0,31152
227,9,Component Technologies,325,Reciprocating Engine,NG - Natural Gas,9003.0,332322
228,9,Medtronic,4797,Combustion Turbine,NG - Natural Gas,9009.0,325414
229,9,Nu Way Tobacco Company,375,Reciprocating Engine,NG - Natural Gas,9003.0,312230
230,9,Taylor & Fenn,2800,Combustion Turbine,NG - Natural Gas,9003.0,331511
231,9,Chromally,1066,Combustion Turbine,NG - Natural Gas,9003.0,335
232,9,United Technologies,7520,Combustion Turbine,NG - Natural Gas,9007.0,336412
233,9,Sargent Manufacturing,535,Reciprocating Engine,NG - Natural Gas,9009.0,332999
234,9,Sheffield Pharmaceuticals,754,Reciprocating Engine,NG - Natural Gas,9011.0,325
235,9,United Technologies,28260,Combustion Turbine,NG - Natural Gas,9003.0,333618
236,9,Tallon Lumber,350,Reciprocating Engine,WOOD - Wood,9005.0,321113
237,9,Bristol-Myers Squibb Company Inc,4700,Combustion Turbine,NG - Natural Gas,9009.0,325412
238,9,Texas-Ohio Power Inc.,1850,Reciprocating Engine,NG - Natural Gas,9003.0,339999
239,9,Yankee Gas,35,Reciprocating Engine,NG - Natural Gas,9009.0,332813
240,9,UTC Aerospace Systems,500,Reciprocating Engine,OIL - Oil,9003.0,339999
241,9,AES Thames Inc.,181000,Boiler/Steam Turbine,COAL - Coal,9011.0,322121
242,9,Fermont Division - Dynamics Corporation,440,Reciprocating Engine,OIL - Oil,9001.0,339999
243,9,Dresser Industries,825,Reciprocating Engine,NG - Natural Gas,9001.0,334512
244,9,Swift & Sons Inc,130,Boiler/Steam Turbine,NG - Natural Gas,9003.0,332119
245,9,Simkins Industries,3000,Boiler/Steam Turbine,NG - Natural Gas,9009.0,32213
246,10,Dogfish Head,500,Reciprocating Engine,NG - Natural Gas,10005.0,31212
247,10,Cummins Power Generation / Croda Manufacturing,2200,Combustion Turbine,BIOMASS - Landfill Gas,10003.0,325998
248,10,Motiva Enterprises LLC / Star Enterprise,258000,Combined Cycle,WASTE - Waste Gas,10003.0,32411
249,12,Haskell Company,8722,Reciprocating Engine,NG - Natural Gas,12105.0,322121
250,12,PepsiCo Tropicana Products,1600,Reciprocating Engine,BIOMASS - Landfill Gas,12111.0,311411
251,12,Rayonier Inc.,42000,Boiler/Steam Turbine,WOOD - Wood Waste,12089.0,322299
252,12,Ineos New Planet Bioenergy,6000,Reciprocating Engine,BIOMASS - Biomass,12061.0,325199
253,12,Georgia-Pacific,44010,Boiler/Steam Turbine,WASTE - Black Liquor,12123.0,32211
254,12,United States Sugar Corporation,49000,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,12051.0,311314
255,12,Okeelanta Power LP,128900,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,12099.0,311314
256,12,WestRock,36500,Boiler/Steam Turbine,OTR - Other,12005.0,32213
257,12,Calpine - Santa Rosa,250000,Combined Cycle,NG - Natural Gas,12113.0,325220
258,12,Citrus World / Florida Growers,10700,Combustion Turbine,NG - Natural Gas,12105.0,311411
259,12,Air Products & Chemicals Inc.,15600,Combustion Turbine,NG - Natural Gas,12113.0,325130
260,12,Gulf Power,15000,Combustion Turbine,NG - Natural Gas,12113.0,325211
261,12,Orange Cogeneration L.P.,110000,Combined Cycle,NG - Natural Gas,12105.0,311411
262,12,Cogentrix/ Indiantown Cogeneration LP,330000,Boiler/Steam Turbine,COAL - Coal,12085.0,311411
263,12,Mulberry Energy/Polk Power Partners,122000,Combined Cycle,NG - Natural Gas,12105.0,32512
264,12,Ascend Performance Materials,86000,Boiler/Steam Turbine,NG - Natural Gas,12033.0,325130
265,12,Orlando Cogen Ltd LP,122400,Combustion Turbine,NG - Natural Gas,12095.0,32512
266,12,Georgia-Pacific Corporation,79800,Boiler/Steam Turbine,WASTE - Black Liquor,12107.0,32211
267,12,Tropicana Products Inc.,45100,Combustion Turbine,BIOMASS - Landfill Gas,12081.0,311411
268,12,Siemens Healthcare Diagnostics,810,Reciprocating Engine,OIL - Oil,12086.0,339113
269,12,Mosaic Company / IMC Agrico Co,13281,Steam Rankine Cycle,WASTE - Waste Heat,12105.0,325998
270,12,Mosaic Company,40000,Boiler/Steam Turbine,OTR - Other,12057.0,325312
271,12,Florida Crushed Stone Company,125000,Boiler/Steam Turbine,COAL - Coal,12053.0,32732
272,12,WestRock,80000,Boiler/Steam Turbine,COAL - Coal,12089.0,322121
273,12,Mosaic Company / Cargill,77900,Steam Rankine Cycle,WASTE - Waste Heat,12031.0,325998
274,12,Mosaic Company / Cargill Inc.,81900,Steam Rankine Cycle,WASTE - Waste,12105.0,325998
275,12,Nitram Inc.,2000,Boiler/Steam Turbine,NG - Natural Gas,12057.0,325998
276,12,Mosaic,88000,Steam Rankine Cycle,WASTE - Waste Heat,12105.0,325998
277,12,Mosaic Co.,32000,Boiler/Steam Turbine,OTR - Other,12105.0,325312
278,12,International Paper Co,82800,Boiler/Steam Turbine,WASTE - Black Liquor,12033.0,322121
