NAICS12,og_HT,Temp_C,%_Btu
311221,steam,52,0.0811965811965812
311221,steam,54,0.21367521367521367
311221,steam,66,0.042735042735042736
311221,steam,88,0.08547008547008547
311221,steam,93,0.32051282051282054
311221,steam,116,0.17094017094017094
311221,steam,121,0.08547008547008547
311224,steam,52,0.08973322554567502
311224,steam,71,0.22473726758286175
311224,steam,93,0.32336297493936944
311224,steam,102,0.33710590137429264
311224,steam,177,0.025060630557801132
311225,steam,52,0.08699231613611416
311225,steam,54,0.06860592755214051
311225,steam,66,0.013721185510428101
311225,steam,71,0.1525795828759605
311225,steam,88,0.027442371020856202
311225,steam,93,0.3224478594950604
311225,steam,102,0.22886937431394072
311225,steam,116,0.054884742041712405
311225,steam,121,0.027442371020856202
311225,steam,177,0.017014270032930844
311313,steam,66,0.006711409395973154
311313,steam,71,0.042953020134228186
311313,steam,82,0.1342281879194631
311313,steam,85,0.08053691275167785
311313,steam,93,0.6577181208053692
311313,water,71,0.07785234899328859
311314,steam,54,0.2563403653191993
311314,steam,60,0.6835734530499804
311314,steam,82,0.03017980567691373
311314,steam,85,0.029906375953906585
311421,steam,49,0.02937720329024677
311421,steam,71,0.07050528789659224
311421,steam,79,0.011750881316098707
311421,steam,88,0.023501762632197415
311421,steam,91,0.07050528789659224
311421,steam,93,0.10575793184488837
311421,steam,100,0.15276145710928318
311421,steam,116,0.04700352526439483
311421,steam,121,0.07638072855464159
311421,water,24,0.09165687426556991
311421,water,27,0.07638072855464159
311421,water,29,0.07638072855464159
311421,water,49,0.07638072855464159
311421,water,54,0.07638072855464159
311421,water,60,0.01527614571092832
311511,steam,73,0.6930232558139535
311511,steam,100,0.30697674418604654
311514,steam,73,0.6930232558139535
311514,steam,100,0.30697674418604654
311611,steam,24,0.03787053841500303
311611,steam,27,0.10090744101633395
311611,steam,93,0.8612220205686629
311812,steam,38,0.2571428571428571
311812,steam,121,0.5257142857142857
311812,steam,232,0.21714285714285714
311942,steam,100,0.2877738251263808
311942,water,52,0.17225238719340946
311942,water,63,0.491480996068152
311942,water,100,0.04849279161205766
312120,steam,100,0.2877738251263808
312120,water,52,0.17225238719340946
312120,water,63,0.491480996068152
312120,water,100,0.04849279161205766
313210,steam,60,0.146163215590743
313210,steam,82,0.07612667478684532
313210,steam,88,0.012180267965895249
313210,steam,93,0.16138855054811205
313210,steam,100,0.0730816077953715
313210,steam,116,0.438489646772229
313210,steam,121,0.08526187576126674
313210,water,35,0.007308160779537149
313310,steam,43,0.030959752321981424
313310,steam,71,0.26831785345717235
313310,steam,82,0.030959752321981424
313310,steam,88,0.07739938080495357
313310,steam,93,0.29411764705882354
313310,steam,100,0.1238390092879257
313310,steam,121,0.15479876160990713
313310,water,35,0.0196078431372549
313320,steam,177,0.5
313320,steam,191,0.5
314910,steam,177,0.5
314910,steam,191,0.5
315280,steam,177,0.5
315280,steam,191,0.5
315990,steam,177,0.5
315990,steam,191,0.5
321920,steam,188,0.30144167758846657
321920,steam,191,0.1651376146788991
321920,steam,193,0.5334207077326344
321999,steam,188,0.30144167758846657
321999,steam,191,0.1651376146788991
321999,steam,193,0.5334207077326344
322110,steam,29,0.18121821919290274
322110,steam,38,0.16228497241155468
322110,steam,66,0.20285621551444336
322110,steam,110,0.12203829925348912
322110,steam,116,0.16228497241155468
322110,steam,171,0.1693173212160554
322121,steam,29,0.1757083241818581
322121,steam,38,0.09412945938313827
322121,steam,60,0.006275297292209219
322121,steam,66,0.33729722945624546
322121,steam,110,0.13447962097204355
322121,steam,116,0.09412945938313827
322121,steam,171,0.15798060933136707
322122,steam,29,0.1757083241818581
322122,steam,38,0.09412945938313827
322122,steam,60,0.006275297292209219
322122,steam,66,0.33729722945624546
322122,steam,110,0.13447962097204355
322122,steam,116,0.09412945938313827
322122,steam,171,0.15798060933136707
322130,steam,29,0.1120363867429183
322130,steam,38,0.10033109260559847
322130,steam,60,0.007357613457743888
322130,steam,66,0.3595197485033945
322130,steam,110,0.14785458680311694
322130,steam,116,0.10033109260559847
322130,steam,171,0.17256947928162938
324110,steam,21,0.039313795568263046
324110,steam,24,0.30843459614010005
324110,steam,193,0.09899928520371694
324110,steam,204,0.02466047176554682
324110,steam,217,0.5285918513223731
324121,steam,163,1.0
324199,steam,160,0.45454545454545453
324199,steam,177,0.5454545454545454
325110,steam,38,0.015355861112817318
325110,steam,60,0.011100093890122233
325110,steam,82,0.007677930556408659
325110,steam,93,0.10398111667822013
325110,steam,121,0.01754955555750551
325110,steam,135,0.029614875003290544
325110,steam,138,0.006142344445126928
325110,steam,148,0.022375683335819522
325110,steam,160,0.031150461114572276
325110,steam,177,0.022287935558031994
325110,steam,191,0.028518027780946448
325110,steam,399,0.28934829725437206
325110,steam,635,0.41489781771276646
325120,steam,54,0.02340857179338034
325120,steam,60,0.007178628683303304
325120,steam,82,0.004965454622838254
325120,steam,93,0.033197610906975754
325120,steam,116,0.1170428589669017
325120,steam,121,0.011349610566487438
325120,steam,135,0.01915246783094755
325120,steam,177,0.014414005419439045
325120,steam,427,0.7692907912097267
325130,electric,38,0.13797089830673398
325130,electric,427,0.043569757360021256
325130,electric,538,0.3536411972388392
325130,electric,816,0.0035146270937083815
325130,electric,1093,0.07261626226670209
325130,steam,38,0.0050831383586691465
325130,steam,52,0.043569757360021256
325130,steam,82,0.009461898973351283
325130,steam,93,0.017427902944008502
325130,steam,138,0.0020332553434676587
325130,steam,146,0.05083138358669147
325130,steam,148,0.007406858751203614
325130,steam,160,0.010311509241871698
325130,steam,191,0.009440114094671272
325130,steam,399,0.09578084992978006
325130,steam,635,0.137340589150259
325180,electric,38,0.1501513367420321
325180,electric,427,0.04741621160274698
325180,electric,538,0.38486158417562966
325180,electric,816,0.003824907735954923
325180,electric,1093,0.07902701933791163
325180,steam,35,0.001975675483447791
325180,steam,52,0.06322161547032931
325180,steam,60,0.003998767178498328
325180,steam,71,0.01896648464109879
325180,steam,82,0.013063166296556792
325180,steam,93,0.018492322525071322
325180,steam,104,0.015805403867582328
325180,steam,110,0.04694204948671951
325180,steam,121,0.07823674914453252
325180,steam,135,0.01066864761061807
325180,steam,146,0.055318913536538145
325180,steam,177,0.008029145164731822
325193,steam,60,0.07953473750392959
325193,steam,82,0.055014146494812954
325193,steam,93,0.36780886513674943
325193,steam,121,0.12574662055957248
325193,steam,135,0.21219742219427853
325193,steam,177,0.15969820811065702
325194,steam,38,0.015355861112817318
325194,steam,60,0.011100093890122233
325194,steam,82,0.007677930556408659
325194,steam,93,0.10398111667822013
325194,steam,121,0.01754955555750551
325194,steam,135,0.029614875003290544
325194,steam,138,0.006142344445126928
325194,steam,148,0.022375683335819522
325194,steam,160,0.031150461114572276
325194,steam,177,0.022287935558031994
325194,steam,191,0.028518027780946448
325194,steam,399,0.28934829725437206
325194,steam,635,0.41489781771276646
325199,steam,60,0.07953473750392959
325199,steam,82,0.055014146494812954
325199,steam,93,0.36780886513674943
325199,steam,121,0.12574662055957248
325199,steam,135,0.21219742219427853
325199,steam,177,0.15969820811065702
325211,electric,129,0.016401611994626687
325211,steam,32,0.0037916540278199076
325211,steam,35,0.0008883303722320926
325211,steam,49,0.06478311738960871
325211,steam,80,0.01269662434458552
325211,steam,82,0.012609957966806778
325211,steam,85,0.0639164536118213
325211,steam,100,0.08887637041209863
325211,steam,121,0.06970143432855225
325211,steam,138,0.03826320578931404
325211,steam,143,0.038089873033756556
325211,steam,146,0.07635307882307059
325211,steam,149,0.06478311738960871
325211,steam,177,0.031871560428131905
325211,steam,204,0.2476058413138623
325211,steam,216,0.07817307275642416
325211,steam,254,0.05215149282835724
325211,steam,260,0.0390432031893227
325212,steam,32,0.08603563073600864
325212,steam,49,0.005452582328594566
325212,steam,50,0.08502789274788555
325212,steam,60,0.04354867734389059
325212,steam,66,0.243116789634695
325212,steam,79,0.026992981824725572
325212,steam,82,0.2688680942954832
325212,water,66,0.24095735108871694
325220,steam,24,0.10044418520235919
325220,steam,71,0.10991118394135159
325220,steam,82,0.09001202258483475
325220,steam,93,0.44110716885961687
325220,steam,121,0.05617673409525328
325220,steam,218,0.006777128973170542
325220,steam,232,0.0906414772882252
325220,steam,260,0.020918877976009383
325220,steam,288,0.02014255050849449
325220,water,66,0.020646114271206852
325220,water,82,0.04322255629947776
325311,steam,246,1.0
325412,steam,110,0.8880613362541073
325412,steam,121,0.11193866374589266
325992,steam,41,0.001920047262701851
325992,steam,79,0.17762898779046868
325992,water,41,0.0003446238676644348
325992,water,42,0.03465931469082316
325992,water,45,0.0041354864119732175
325992,water,66,0.03150846790074833
325992,water,68,0.718294604174872
325992,water,82,0.03150846790074833
325998,electric,38,0.18121298247956585
325998,electric,427,0.057225152361968165
325998,electric,538,0.4644774866713083
325998,electric,816,0.004616162290532098
325998,electric,1093,0.09537525393661361
325998,steam,52,0.057225152361968165
325998,steam,60,0.004825987849192649
325998,steam,82,0.01576552947572223
325998,steam,93,0.022317809421167584
325998,steam,121,0.007630020314929088
325998,steam,135,0.012875659281442837
325998,steam,146,0.06676267775562952
325998,steam,177,0.009690125799959943
326199,steam,177,0.5
326199,steam,191,0.5
326211,steam,77,0.12219101123595505
326211,steam,149,0.8778089887640449
326299,steam,177,0.5
326299,steam,191,0.5
327993,steam,93,1.0
331110,steam,160,0.45454545454545453
331110,steam,177,0.5454545454545454
331221,steam,160,0.45454545454545453
331221,steam,177,0.5454545454545454
331313,electric,38,0.19291886238792938
331313,electric,427,0.06092174601724085
331313,electric,538,0.4944815051732716
331313,electric,816,0.0049143541787240955
331313,electric,1093,0.1015362433620681
331313,steam,52,0.06092174601724085
331313,steam,82,0.013230172510077472
331313,steam,146,0.07107537035344766
331410,steam,60,1.0
332216,steam,24,0.24980665119876255
332216,steam,74,0.7501933488012374
332323,steam,24,0.24980665119876255
332323,steam,74,0.7501933488012374
333111,steam,24,0.24980665119876255
333111,steam,74,0.7501933488012374
333120,steam,24,0.25026578779502445
333120,steam,74,0.7497342122049756
333316,steam,41,0.001920047262701851
333316,steam,79,0.17762898779046868
333316,water,41,0.0003446238676644348
333316,water,42,0.03465931469082316
333316,water,45,0.0041354864119732175
333316,water,66,0.03150846790074833
333316,water,68,0.718294604174872
333316,water,82,0.03150846790074833
333415,steam,188,0.30144167758846657
333415,steam,191,0.1651376146788991
333415,steam,193,0.5334207077326344
333922,steam,24,0.24980665119876255
333922,steam,74,0.7501933488012374
333923,steam,24,0.25026578779502445
333923,steam,74,0.7497342122049756
336111,steam,38,0.6583710407239819
336111,water,24,0.17081447963800905
336111,water,32,0.17081447963800905
336112,steam,38,0.6583710407239819
336112,water,24,0.17081447963800905
336112,water,32,0.17081447963800905
336120,steam,38,0.6583710407239819
336120,water,24,0.17081447963800905
336120,water,32,0.17081447963800905
336211,steam,38,0.6583710407239819
336211,water,24,0.17081447963800905
336211,water,32,0.17081447963800905
336510,steam,24,0.25026578779502445
336510,steam,74,0.7497342122049756
336612,steam,177,0.5
336612,steam,191,0.5
336992,steam,38,0.6583710407239819
336992,water,24,0.17081447963800905
336992,water,32,0.17081447963800905
337125,steam,188,0.30144167758846657
337125,steam,191,0.1651376146788991
337125,steam,193,0.5334207077326344
339113,steam,177,0.03802373456042625
339113,steam,188,0.2785178009203197
339113,steam,191,0.19060305158634053
339113,steam,193,0.4928554129329135
339920,steam,177,0.5
339920,steam,191,0.5
339930,steam,177,0.5
339930,steam,191,0.5
339999,steam,188,0.30144167758846657
339999,steam,191,0.1651376146788991
339999,steam,193,0.5334207077326344
